Tier,FICO,Term,Amount,Previous_Rate,Competition_rate,Rate,Cost_Funds,Partner Bin,Car_Type_N,Car_Type_R,Car_Type_U,Accept
1,758,60,39300,0,4.39,4.09,1.3178,1,1,0,0,0
1,825,60,11425,10,5.49,5.39,2.016,3,0,1,0,1
3,677,36,9031.85,0,4.39,5.69,1.12,1,0,0,1,1
1,761,72,28480,0,5.65,5.29,1.34,1,1,0,0,0
1,774,36,24999,0,3.75,3.65,1.686,3,1,0,0,0
3,681,72,28800,0,6.25,6.64,1.78,3,1,0,0,0
3,686,60,8000,0,4.79,8.65,1.91,1,0,0,1,1
3,677,60,45000,0,4.59,8.55,1.5738,3,1,0,0,0
1,770,48,40000,0,4.39,4.09,1.3163,1,1,0,0,0
1,790,36,27000,0,3.99,3.99,1.3375,3,1,0,0,0
1,789,36,20000,0,3.65,3.65,1.863,1,1,0,0,1
2,721,60,27034.07,0,4.49,4.49,1.3,3,1,0,0,1
1,776,36,50000,0,3.99,3.99,1.3288,3,1,0,0,0
1,790,60,38000,0,3.99,3.99,1.12,1,1,0,0,0
1,778,36,25300,6,4.59,4.54,1.2738,2,0,1,0,0
1,781,60,17450,6,4.95,4.53,1.12,1,0,1,0,0
2,683,60,24999,0,3.85,5.79,1.1,2,1,0,0,0
3,683,60,20051,6,5.19,5.49,1.1,2,0,1,0,0
1,744,36,26550,0,3.85,3.85,1.4331,1,1,0,0,0
2,702,72,38137,0,4.99,5.19,1.12,1,1,0,0,0
1,732,72,30000,0,5.59,5.59,1.1,3,0,0,1,0
1,810,60,45000,0,4.49,4.49,1.3669,3,1,0,0,0
2,722,36,10935.94,8,4.99,6.53,1.856,3,0,1,0,1
2,720,60,34463,0,4.49,4.34,1.3363,3,1,0,0,0
3,689,36,11800,14,4.49,7.54,1.1006,1,0,1,0,0
2,717,36,20000,0,3.49,4.89,1.12,3,1,0,0,0
1,766,36,26124,7,4.25,4.25,1.12,1,0,1,0,0
1,781,36,9762,5,4.55,4.45,1.1,1,0,1,0,1
2,695,60,40000,0,4.49,5.79,1.12,2,1,0,0,0
3,671,60,25000,0,4.49,5.15,1.3038,3,1,0,0,0
2,725,60,16472,0,4.69,4.35,1.31,1,0,0,1,1
3,692,60,34000,0,5.05,8.35,1.3506,2,0,0,1,0
2,706,60,29000,0,4.39,6.39,1.87,2,1,0,0,0
2,725,36,34000,0,4.55,6.34,1.42,2,0,0,1,0
1,770,60,17500,5,4.75,4.75,1.11,3,0,1,0,1
1,766,60,27500,0,4.49,4.39,1.3288,1,1,0,0,0
1,783,60,35000,0,4.39,4.39,1.91,3,1,0,0,0
1,803,36,18000,0,5.29,5.14,1.81,1,0,0,1,0
3,684,72,29410,0,5.75,6.79,1.1463,3,0,0,1,0
1,766,60,32225,0,4.49,3.76,1.27,3,1,0,0,0
3,693,48,16750,0,4.95,8.24,1.125,3,0,0,1,1
3,690,48,41500,0,4.49,5.15,1.31,2,1,0,0,0
3,698,60,15500,6,5.19,5.49,1.1,1,0,1,0,1
1,740,60,15456.56,0,5.75,5.35,1.7775,1,0,0,1,1
1,767,60,41000,0,4.09,4.09,1.12,1,1,0,0,0
1,749,72,38910,0,4.75,4.69,1.1,1,1,0,0,0
3,680,60,28700,7,4.89,5.59,1.09,2,0,1,0,0
1,761,48,10868,6,4.89,4.89,1.1,1,0,1,0,1
1,804,60,12000,0,4.59,4.49,1.6,1,1,0,0,1
1,744,48,18868,6,5.39,5.03,1.35,2,0,1,0,0
1,776,36,16937,0,3.49,3.49,1.1125,3,1,0,0,0
2,714,60,19500,0,4.89,4.99,1.38,1,1,0,0,0
1,792,60,22000,4,4.89,4.45,1.1,2,0,1,0,0
1,736,72,24264.65,0,5.65,5.65,2.061,2,0,0,1,1
1,750,60,38800,0,4.99,4.85,1.38,1,1,0,0,0
2,716,48,15000,0,4.99,5.25,1.82,3,1,0,0,0
3,676,60,26000,0,4.99,5.29,1.4225,3,1,0,0,0
3,678,72,16548.43,0,5.45,6.79,1.12,1,0,0,1,1
3,695,48,11999.99,0,5.05,8.35,1.4331,3,0,0,1,1
3,688,60,33999,0,4.49,8.45,1.45,1,1,0,0,0
1,781,48,21541,7,5.49,5.49,1.696,2,0,1,0,0
2,713,36,6910,7,4.79,6.43,1.12,1,0,1,0,0
1,748,60,40000,0,4.29,4.09,1.3188,1,1,0,0,0
4,655,60,12000,0,4.89,10.95,1.67,1,0,0,1,1
2,715,60,14713,6,4.75,6.44,1.0438,3,0,1,0,0
2,720,60,30500,0,4.85,5.89,1.1,2,0,0,1,0
2,716,36,6000.01,0,4.29,6.39,1.959,1,0,0,1,1
2,727,60,37000,0,4.39,4.35,1.3181,3,1,0,0,0
1,772,36,22425,0,3.65,3.65,1.0975,3,1,0,0,0
2,713,36,20000,0,4.5,5.25,1.82,1,1,0,0,0
4,653,48,10737,15,5.39,10.65,1.36,3,0,1,0,0
1,738,60,10300,5,5.09,4.69,1.12,3,0,1,0,0
2,721,60,40000,0,5.24,4.89,1.8,1,1,0,0,0
1,770,48,36000,0,5.24,4.85,1.7975,3,1,0,0,0
1,730,60,14431,0,5.4,4.85,1.69,3,0,0,1,1
4,651,36,16100,0,3.89,8.49,1.09,3,0,0,1,0
1,733,48,19999.99,0,4.39,4.39,1.84,3,1,0,0,0
4,666,36,7499.99,0,4.39,8.19,1.1,3,0,0,1,1
1,742,36,30534,0,3.49,3.49,1.09,3,1,0,0,0
4,650,60,30000,0,4.49,7.89,1.115,3,1,0,0,0
1,741,60,32000,0,3.99,3.85,1.1,3,1,0,0,0
1,790,72,20745,0,5.09,4.84,1.84,1,1,0,0,0
4,648,36,36000,0,4.75,7.89,1.81,3,1,0,0,0
1,755,60,23406,4,5.49,5.49,1.61,1,0,1,0,0
3,671,60,40488,0,3.99,4.95,1.1,3,1,0,0,0
1,778,36,20000,0,4.39,3.99,1.34,1,1,0,0,0
1,783,60,9386,10,5.49,5.39,2.05,3,0,1,0,1
1,749,60,30000,0,4.49,3.95,1.3013,3,1,0,0,0
3,741,72,52000,0,5.19,5.15,1.11,3,1,0,0,0
3,696,48,23000,0,5.4,5.59,1.79,1,0,0,1,0
1,793,48,23000,0,4.79,4.79,2.016,1,0,0,1,0
3,691,60,25000,0,4.09,5.15,1.2463,1,1,0,0,0
3,689,60,23500,0,4.49,5.15,1.3375,1,1,0,0,0
1,686,48,30061.22,10,5.39,5.39,1.36,1,0,1,0,1
3,695,60,60000,0,4.49,5.15,1.3,3,1,0,0,0
1,792,60,35000,0,4.89,4.69,1.3725,2,1,0,0,0
1,754,72,25000,0,5.19,5.15,1.11,3,1,0,0,0
3,690,60,10944,0,4.99,6.19,1.15,3,0,0,1,1
1,779,48,35000,0,4.89,4.55,1.34,2,1,0,0,0
2,727,36,11300,6,4.25,5.43,1.12,1,0,1,0,0
3,696,72,31000,0,5.59,6.79,1.1,2,0,0,1,0
1,796,60,23700,10,5.49,5.39,1.696,3,0,1,0,1
4,662,72,26333,0,4.75,7.89,1.12,3,1,0,0,0
1,769,60,30000,0,4.29,4.29,1.1,2,1,0,0,0
1,743,36,5000,7,4.75,4.75,1.1,1,0,1,0,1
2,724,60,40000,0,3.99,4.64,1.1,1,1,0,0,0
4,665,60,26500,0,4.39,7.39,1.31,1,1,0,0,0
3,685,36,8959.22,7,4.95,6.39,1.1,3,0,1,0,1
1,814,72,24500,7,6.09,5.57,1.11,2,0,1,0,0
1,787,48,32000,0,4.59,4.34,1.6,3,1,0,0,0
3,675,72,45000,0,4.75,5.99,1.035,3,1,0,0,0
1,707,48,10001.15,15,5.49,5.39,1.67,3,0,1,0,1
4,666,48,15300,6,5.09,6.29,1.12,3,0,1,0,0
2,726,48,30437,7,5.19,5.53,1.11,1,0,1,0,0
2,709,36,19200,0,3.89,4.35,1.3188,3,1,0,0,0
1,754,60,26000,0,4.49,4.14,1.3319,3,1,0,0,0
1,809,36,32719,0,3.59,3.59,1.12,3,1,0,0,0
1,786,60,25480.32,0,4.99,4.98,1.83,1,1,0,0,1
3,680,60,27000,7,5.19,5.63,1.1,2,0,1,0,0
1,828,60,31000,0,4.99,4.64,1.38,3,1,0,0,0
4,653,48,10766,10,4.95,8.09,1.12,3,0,1,0,1
2,714,60,16118.35,0,4.79,4.99,1.1194,3,0,0,1,1
1,818,36,13214,4,4.99,4.75,1.96,2,0,1,0,0
1,766,60,23000,0,5.05,5.05,1.285,1,0,0,1,0
1,781,60,12616.25,0,4.49,4.29,1.3188,1,0,0,1,1
1,731,72,32500,0,4.99,4.88,1.31,1,1,0,0,0
3,699,48,23000,0,3.99,5.15,1.1013,3,1,0,0,0
1,758,36,7825,9,4.25,4.25,1.12,3,0,1,0,1
2,724,72,55000,0,5.19,5.19,1.1194,1,1,0,0,0
1,794,60,33000,0,4.99,4.69,1.42,3,1,0,0,0
1,807,60,26647,0,4.09,4.09,1.0575,1,1,0,0,0
1,731,72,36988,0,5.25,5.25,1.09,2,0,0,1,0
3,675,72,20224.28,0,5.35,6.49,1.12,3,0,0,1,1
1,787,60,35000,0,4.49,4.24,1.3,2,1,0,0,0
2,729,66,33977,0,5.65,5.44,1.4175,1,1,0,0,0
1,816,60,30000,0,5.05,5.05,1.28,3,0,0,1,0
1,746,48,28500,0,4.89,4.89,1.67,1,0,0,1,0
2,720,60,30000,0,4.49,4.49,1.32,1,1,0,0,0
1,730,60,26000,0,4.39,4.39,1.1,3,1,0,0,0
1,819,36,30000,0,3.99,3.99,1.32,1,1,0,0,0
3,692,48,19700,0,4.49,5.15,1.3,3,1,0,0,0
3,684,66,25773.31,0,6.25,7.49,1.84,3,1,0,0,1
1,774,36,6800,11,4.99,4.75,1.11,1,0,1,0,1
2,727,60,37525,0,4.49,4.89,1.115,1,1,0,0,0
1,735,60,38000,0,4.49,4.49,1.1688,3,1,0,0,0
1,767,66,38890,0,4.99,4.95,1.12,1,1,0,0,0
1,774,48,25000,0,4.49,4.09,1.3375,1,1,0,0,0
4,663,60,27702.07,0,4.79,7.99,1.11,1,0,0,1,1
2,714,72,22800,7,5.49,6.75,1.1163,1,0,1,0,0
3,676,72,32556.84,0,6,5.79,1.3788,1,0,0,1,1
3,670,60,15000,0,4.39,8.55,1.84,3,1,0,0,0
1,769,60,21131.67,0,4.25,4.25,1.12,2,1,0,0,1
1,797,72,17999.99,0,5.65,5.65,1.856,1,0,0,1,0
3,670,48,11736.25,0,5.75,6.44,1.82,3,0,0,1,1
3,691,36,35000,0,4.45,7.99,1.1,2,0,0,1,0
1,763,60,25000,0,4.89,4.69,1.3788,3,1,0,0,0
3,716,66,10640.1,0,5.29,6.69,1.1,1,0,0,1,1
2,704,60,6569.75,0,5.4,4.89,1.83,3,0,0,1,1
3,677,60,9491,7,4.95,6.51,1.12,1,0,1,0,0
2,688,36,35000,0,4.65,6.19,1.6,3,0,0,1,0
1,773,60,20000,0,3.99,3.99,1.1,1,1,0,0,0
1,765,36,30000,0,4.75,4.73,1.82,3,1,0,0,0
3,666,72,37991,0,5.29,7.29,1.1,3,0,0,1,1
1,793,60,35000,0,4.49,4.49,1.3088,3,1,0,0,0
2,707,36,29972,0,4.5,5.25,1.79,3,1,0,0,0
2,704,66,19582.71,0,6.4,5.95,1.78,1,0,0,1,1
3,690,72,23750,0,4.79,6.29,1.09,2,1,0,0,0
3,696,36,28000,0,4.75,6.14,1.82,3,1,0,0,0
2,706,72,62965,5,6.19,8.39,1.3506,2,0,1,0,0
1,765,72,30000,0,4.75,4.69,1.0925,3,1,0,0,0
2,695,72,43500,0,4.99,5.39,1.1175,1,1,0,0,0
1,799,60,31290,0,4.49,4.49,1.32,2,1,0,0,0
3,670,48,12000,10,4.95,7.59,1.17,2,0,1,0,0
3,694,36,20700,0,4.79,6.99,1.84,3,1,0,0,0
4,660,72,35000,0,5.09,11.15,1.84,3,1,0,0,0
3,686,36,16000,6,4.99,9.85,1.67,1,0,1,0,0
1,789,72,45000,0,5.19,5.19,1.779,1,1,0,0,0
1,746,48,30000,0,4.49,4.49,1.3075,3,1,0,0,0
2,716,72,24000,0,4.79,5.99,1.09,2,1,0,0,0
1,733,60,42000,0,4.49,4.49,1.12,1,1,0,0,0
1,738,60,29200,7,5.29,5.25,1.11,2,0,1,0,1
2,712,60,50000,0,4.29,5.79,1.1,2,1,0,0,0
1,779,60,40000,0,4.29,4.09,1.32,2,1,0,0,0
4,667,60,45000,0,5.15,10.95,1.5788,1,0,0,1,0
1,731,66,26000,0,6.25,6.29,1.84,3,1,0,0,0
1,776,48,34000,0,4.49,4.39,1.3206,1,1,0,0,0
1,734,60,32000,0,3.99,3.99,1.1069,2,1,0,0,0
3,685,36,11373,5,4.79,5.39,1.12,1,0,1,0,0
3,695,60,46000,0,4.59,8.55,1.6,1,1,0,0,0
2,703,60,27800,0,4.19,5.79,1.1,1,1,0,0,0
1,793,60,33000,0,4.49,4.49,1.3,2,1,0,0,0
1,735,72,35000,0,5.79,5.79,1.28,1,0,0,1,0
2,704,48,46000,0,3.85,5.79,1.09,1,1,0,0,0
4,640,36,7999.99,0,4.45,10.54,1.17,3,0,0,1,1
1,749,36,5400,7,4.25,4.25,1.12,3,0,1,0,1
3,684,48,8011.61,0,4.65,5.69,1.12,1,0,0,1,1
3,695,72,41000,0,5.39,5.99,1.3388,1,1,0,0,0
2,726,60,30000,0,4.25,4.89,1.12,3,1,0,0,0
2,714,48,12630,10,4.99,6.44,1.12,1,0,1,0,0
1,780,36,13699.67,12,4.55,4.55,1.1,3,0,1,0,1
1,746,60,20300,7,4.75,4.75,1.1,2,0,1,0,0
1,785,48,25000,0,4.09,4.09,1.0925,1,1,0,0,0
3,689,60,18000,0,4.39,5.15,1.3181,1,1,0,0,0
1,735,36,20450,0,4.75,4.73,1.8138,3,1,0,0,0
1,768,60,26195,0,4.39,4.25,1.3178,1,1,0,0,0
1,821,36,22000,0,3.85,3.85,1.36,3,1,0,0,0
2,708,60,35000,0,4.65,5.89,1.09,2,0,0,1,0
3,675,66,35000,0,6.25,6.64,1.82,3,1,0,0,0
4,666,60,30000,0,4.49,7.29,1.3113,3,1,0,0,0
3,682,60,25000,0,4.99,5.59,1.8288,1,1,0,0,0
4,648,60,24300,6,4.95,8.09,1.12,1,0,1,0,1
1,745,48,36000,0,4.09,4.09,1.12,1,1,0,0,0
1,810,60,29000,0,4.49,4.49,1.67,1,1,0,0,0
2,719,48,20770,8,4.95,6.49,1.12,3,0,1,0,1
4,654,48,16750,7,5.19,6.49,1.1,3,0,1,0,0
1,785,72,35000,0,4.75,4.69,1.0438,2,1,0,0,0
4,660,72,32900,12,6.09,8.59,1.11,3,0,1,0,0
1,763,60,25000,0,4.39,4.39,2.1,1,1,0,0,0
2,709,60,27000,0,4.39,4.64,1.315,1,1,0,0,0
1,770,36,6000,0,4.49,4.49,1.1194,1,0,0,1,1
1,799,36,11996.81,7,4.55,4.55,1.1,1,0,1,0,1
1,737,36,65000,0,4.5,4.39,1.4225,1,1,0,0,0
2,711,36,16100,0,3.99,4.89,1.11,3,1,0,0,0
1,779,36,6569,0,4.39,4.29,1.0988,1,0,0,1,1
1,772,48,20000,0,4.09,4.09,1.1075,1,1,0,0,0
1,765,48,14700,5,5.19,4.28,1.14,2,0,1,0,1
1,726,66,20000,0,5.69,5.69,1.1788,1,0,0,1,0
3,682,60,20000,0,3.99,5.49,1.12,3,1,0,0,0
1,743,60,14934,0,4.79,4.79,1.96,3,0,0,1,1
3,677,60,35000,0,4.49,5.15,1.2838,2,1,0,0,0
4,663,60,19000,0,4.25,7.99,1.17,3,1,0,0,0
1,785,60,35000,0,4.19,3.99,1.1,1,1,0,0,0
1,762,72,50000,0,4.65,4.65,1.1,3,1,0,0,0
1,765,48,12100,6,4.75,4.75,1.18,1,0,1,0,1
1,787,60,40000,0,4.25,4.25,1.12,1,1,0,0,0
2,717,60,21000,0,5.24,4.89,1.8,3,1,0,0,0
2,717,48,27000,0,3.99,4.89,1.12,1,1,0,0,0
1,764,60,17000,0,4.95,4.95,1.2113,3,0,0,1,0
1,767,60,25000,0,4.49,4.39,1.3288,1,1,0,0,0
1,802,60,17102.28,0,4.49,4.49,1.33,1,1,0,0,1
2,705,60,30000,0,4.29,5.79,1.11,2,1,0,0,0
1,746,60,32000,0,3.99,3.99,1.1013,3,1,0,0,0
4,644,60,29865,0,5.65,7.99,1.8388,3,1,0,0,0
1,748,60,33000,0,5.49,4.85,1.8244,3,1,0,0,0
2,723,60,38000,0,4.65,5.89,1.0938,3,0,0,1,0
1,799,48,36500,0,4.89,4.55,1.36,2,1,0,0,0
2,722,60,14517,7,5.29,5.53,1.11,2,0,1,0,0
1,799,72,38800,0,4.99,4.88,1.31,2,1,0,0,0
3,674,72,24999.99,0,5.19,8.65,1.723,3,1,0,0,0
4,640,36,9390,7,4.25,6.15,1.17,1,0,1,0,0
3,684,36,12000,18,4.25,7.59,1.17,1,0,1,0,1
1,786,72,32000,0,5.09,5.09,1.84,3,1,0,0,0
3,672,60,30893,0,3.99,6.09,1.0975,1,1,0,0,0
2,706,60,34999.99,0,4.19,5.79,1.1,3,1,0,0,0
1,731,36,9225,6,4.45,4.45,1.09,3,0,1,0,1
1,730,60,28000,0,4.29,4.09,1.2625,3,1,0,0,0
1,800,36,21816,0,3.99,3.99,1.31,3,1,0,0,0
4,658,60,22373,0,4.99,7.89,1.3788,3,1,0,0,0
1,747,60,16999.86,0,4.09,3.99,1.12,3,1,0,0,1
1,784,60,25000,0,3.99,3.99,1.1,3,1,0,0,0
4,667,48,19250,0,4.39,7.29,1.31,1,1,0,0,0
2,700,72,50000,0,4.79,5.99,1.0963,2,1,0,0,0
1,764,48,28000,0,4.49,4.49,1.12,3,1,0,0,0
1,758,60,30000,0,4.49,4.39,1.31,1,1,0,0,0
4,658,72,28899,0,5.59,8.39,1.11,1,0,0,1,0
1,757,36,8000,0,4.49,4.49,1.12,1,0,0,1,1
2,714,60,15858.61,0,4.69,4.64,1.3178,3,0,0,1,1
1,705,72,22300,6,5.99,5.02,1.12,1,0,1,0,1
1,756,66,18625,12,6.09,5.99,1.11,3,0,1,0,1
4,645,36,10297,0,3.99,7.69,1.11,1,1,0,0,0
2,722,60,18509,6,5.29,5.52,1.11,1,0,1,0,0
1,762,60,36000,0,4.39,4.09,1.315,3,1,0,0,0
1,783,72,40000,0,5.19,5.19,1.1463,3,1,0,0,0
3,817,60,26000,7,5.55,5.49,2.11,2,0,1,0,0
2,705,48,5078,0,5.15,6.44,1.615,3,0,0,1,1
2,729,36,9000,6,4.45,5.52,1.09,3,0,1,0,0
3,689,72,20999,0,5.09,8.75,1.84,2,1,0,0,0
1,777,48,21999.99,0,4.75,4.75,1.1,1,0,0,1,0
1,737,60,40000,0,4.25,4.25,1.12,1,1,0,0,0
3,699,60,24999.99,0,4.39,8.55,1.89,1,1,0,0,0
1,747,36,13300,6,4.39,4.39,1.1,2,0,1,0,0
4,649,72,51000,0,4.99,8.29,1.17,3,1,0,0,0
2,717,48,22000,0,4.39,5.89,1.09,1,0,0,1,0
1,706,60,27197,12,5.39,5.39,1.1138,1,0,1,0,1
2,717,60,33536,0,4.49,5.09,1.17,3,1,0,0,0
3,691,60,19999,0,3.99,6.09,1.1,2,1,0,0,0
4,666,48,21550,0,4.39,7.89,1.32,3,1,0,0,0
1,771,36,24000,0,3.89,3.89,1.32,3,1,0,0,0
4,660,72,17433,0,5.39,8.39,1.09,3,0,0,1,0
1,769,48,14600,6,4.75,4.75,1.1031,2,0,1,0,0
2,702,60,42000,0,3.99,4.89,1.12,1,1,0,0,0
3,697,36,15172,0,4.29,8.65,1.828,1,0,0,1,0
3,696,72,30000,0,5.39,5.99,1.3388,3,1,0,0,0
3,696,60,32406,0,4.99,6.89,1.4338,3,1,0,0,0
1,828,48,11864,0,4.65,4.65,1.1,1,0,0,1,0
1,802,36,42631.09,0,4.5,4.44,1.3813,1,1,0,0,1
4,663,60,32000,0,3.99,7.89,1.12,3,1,0,0,0
1,761,60,25000,0,4.79,4.79,2.05,1,0,0,1,0
3,731,60,9999,0,4.25,4.49,1.12,3,1,0,0,0
1,795,48,24300,8,5.29,5.25,1.12,2,0,1,0,0
2,714,60,38000,0,4.49,4.89,1.11,1,1,0,0,0
3,702,60,27000,0,5.49,6.99,1.7975,3,1,0,0,0
3,723,72,17000,5,6.29,7.49,1.6,2,0,1,0,0
3,690,72,32000,0,5.19,5.99,1.12,1,1,0,0,0
3,692,72,23000,18,6.29,10.45,1.525,1,0,1,0,0
1,751,48,35000,0,4.89,4.69,1.38,2,1,0,0,0
3,696,60,30000,0,4.49,8.25,1.34,1,1,0,0,0
4,655,66,25903,0,4.89,7.89,1.29,3,1,0,0,0
1,738,60,13855,7,5.29,5.25,1.115,1,0,1,0,0
3,692,60,34000,0,4.89,6.29,1.42,3,1,0,0,0
3,696,60,16400.66,0,3.99,5.49,1.12,1,1,0,0,1
2,723,60,32000,0,4.89,4.99,1.38,2,1,0,0,0
1,793,36,19000,0,3.85,3.85,1.1,1,1,0,0,0
1,732,36,13550,7,4.99,4.99,1.12,3,0,1,0,1
4,652,72,15000,0,5.65,7.89,1.3663,2,1,0,0,0
1,743,60,15300,6,4.99,4.99,1.12,2,0,1,0,0
1,809,60,26891,0,4.39,4.39,1.32,1,1,0,0,0
1,763,72,30000,0,4.99,4.99,1.11,3,1,0,0,0
1,761,36,7300,5,4.39,4.39,1.1013,1,0,1,0,0
2,714,60,16502,5,4.75,5.4,1.1,2,0,1,0,0
4,652,60,18600,0,5.05,10.65,1.42,3,0,0,1,0
2,708,60,24705,0,4.89,4.39,1.34,3,1,0,0,1
1,780,72,50000,0,4.75,4.69,1.1069,3,1,0,0,0
1,779,60,35300,0,4.09,3.99,1.12,3,1,0,0,0
1,779,60,25000,0,5.49,5.39,1.84,3,1,0,0,1
2,729,72,12500,9,5.99,6.99,1.1,1,0,1,0,1
1,746,60,12300,11,5.29,5.25,1.11,2,0,1,0,0
3,689,60,45000,0,4.99,5.59,1.74,1,1,0,0,0
3,695,72,24000,0,5.75,6.99,1.4338,1,1,0,0,1
3,617,60,20000,0,5.15,6.49,1.61,1,0,0,1,0
1,750,60,20000,0,4.39,4.09,1.31,3,1,0,0,0
3,691,72,25000,0,5.19,6.29,1.1413,2,1,0,0,0
1,777,60,25000,0,3.99,3.99,1.1,3,1,0,0,1
3,682,48,14097,7,5.39,6.59,1.2788,3,0,1,0,0
1,757,60,16882,10,4.95,4.95,1.12,3,0,1,0,1
3,685,72,24388,0,5.65,6.29,1.4175,2,1,0,0,1
2,710,72,40625,0,6,5.44,1.34,1,0,0,1,1
1,779,60,30000,0,5.49,4.85,1.82,1,1,0,0,0
2,706,60,26501,0,4.19,4.89,1.12,2,1,0,0,0
3,673,60,27000,0,5.49,6.14,1.82,3,1,0,0,0
1,780,66,13861.58,0,5.75,5.39,1.17,1,0,0,1,1
1,819,36,30169,0,4.5,4.69,1.8025,3,1,0,0,0
1,778,72,32600,0,5.39,4.75,1.3294,3,1,0,0,0
2,727,60,25000,0,4.99,4.99,1.4313,3,1,0,0,0
1,745,60,30000,0,4.49,3.99,1.305,2,1,0,0,0
2,714,72,23000,8,5.99,6.94,1.12,3,0,1,0,0
2,701,36,15000,0,3.99,5.69,1.1688,1,1,0,0,0
2,703,60,27000,0,4.89,4.99,1.38,1,1,0,0,0
1,780,66,26500,0,6.25,5.85,1.8244,1,1,0,0,0
3,697,60,31999.99,0,3.99,6.09,1.09,3,1,0,0,0
1,762,60,24000,0,4.25,4.25,1.17,1,1,0,0,0
1,831,36,15000,0,4.65,4.65,1.615,1,0,0,1,0
2,701,60,25591,0,4.79,6.44,1.96,3,0,0,1,0
4,665,60,24890,6,4.89,6.79,1.09,1,0,1,0,0
1,776,36,7667,5,4.95,4.65,1.3688,3,0,1,0,0
1,741,60,17900,0,5.15,5.05,1.6,3,0,0,1,1
3,738,72,31000,7,6.29,6.29,1.84,3,0,1,0,0
2,729,72,19442.1,0,6.2,5.79,1.38,3,0,0,1,1
1,761,60,34500,0,4.09,4.09,1.1075,2,1,0,0,0
1,754,36,16187,0,4.39,4.29,1.1,1,0,0,1,0
4,664,72,33000,0,5.39,8.39,1.0913,1,0,0,1,0
1,752,60,30000,0,4.25,4.25,1.12,3,1,0,0,0
1,780,48,18893,6,5.29,4.78,1.12,1,0,1,0,1
2,708,72,32171,0,5.09,6.79,2.07,1,1,0,0,0
3,698,72,21252,6,6.29,10.45,1.61,3,0,1,0,0
1,771,60,17500,0,3.99,3.99,1.12,3,1,0,0,0
2,704,36,15872,0,4.55,6.34,1.4331,3,0,0,1,0
2,727,48,17500,0,4.39,4.35,1.31,3,1,0,0,0
2,729,60,23000,0,4.39,4.35,1.31,3,1,0,0,0
1,748,60,40000,0,4.39,4.39,1.1313,1,1,0,0,0
3,690,60,14636,7,5.19,6.28,1.1,2,0,1,0,0
1,790,48,24465,0,4.89,4.69,1.3725,3,1,0,0,0
1,767,60,32000,0,3.99,3.99,1.1,2,1,0,0,0
2,727,36,18500,0,4.55,7.14,1.2525,3,0,0,1,0
2,708,36,20000,0,4.39,4.85,1.3688,1,1,0,0,0
2,714,60,32574,0,4.75,6.99,1.1,3,0,0,1,0
3,682,36,17578,0,4.4,5.29,1.38,3,1,0,0,0
2,703,60,23000,0,5.49,4.89,1.8113,3,1,0,0,0
3,676,60,25000,0,4.09,5.49,1.12,3,1,0,0,0
2,721,60,20740,0,4.79,6.44,1.84,2,0,0,1,0
1,731,60,10300,3,4.85,4.75,1.1,3,0,1,0,0
1,785,72,29859,0,4.75,4.69,1.1,3,1,0,0,0
4,656,72,27300,0,5.35,7.99,1.12,1,0,0,1,1
1,731,60,23609.33,6,5.49,5.43,1.99,3,0,1,0,1
1,765,36,29000,0,4.5,4.44,1.39,1,1,0,0,0
4,647,60,25000,0,4.59,10.85,1.625,3,1,0,0,0
3,683,66,44999,0,5.29,8.45,1.34,3,1,0,0,0
3,677,66,32000,0,5.19,5.99,1.115,1,1,0,0,0
2,721,60,18800,7,4.95,6.43,1.12,2,0,1,0,1
1,828,60,8240,0,4.79,4.79,1.84,1,0,0,1,1
1,750,36,20000,0,3.49,3.49,1.12,1,1,0,0,0
1,752,60,35000,0,4.49,4.49,1.27,3,1,0,0,0
3,689,60,26000,0,4.49,5.15,1.32,1,1,0,0,0
1,779,60,27000,0,5.75,5.35,1.7775,1,0,0,1,0
3,673,60,17764,7,5.09,5.53,1.12,2,0,1,0,0
1,785,48,15400,7,4.75,4.75,1.1069,2,0,1,0,0
3,696,48,6065,6,4.99,5.39,1.12,1,0,1,0,0
1,786,60,33000,0,4.49,4.09,1.31,2,1,0,0,0
3,691,36,25000,0,4.79,6.29,1.84,3,1,0,0,0
1,752,60,19093,7,5.39,5.39,1.32,2,0,1,0,0
1,796,60,11500,0,4.69,4.09,1.32,3,0,0,1,1
1,776,60,15000,6,5.19,5.03,1.0913,2,0,1,0,0
1,759,36,25000,0,4.65,4.65,1.6,3,0,0,1,0
1,799,48,25000,0,5.15,5.15,1.5688,1,0,0,1,0
3,674,48,22775,8,5.39,7.43,1.3506,3,0,1,0,0
2,720,60,20000,0,4.49,4.49,1.3013,3,1,0,0,0
4,653,72,40755.14,0,6.25,7.89,1.8113,1,1,0,0,1
4,665,60,19300,6,5.09,5.59,1.11,3,0,1,0,1
1,805,60,33000,0,4.29,4.09,1.32,3,1,0,0,0
1,735,60,47942,0,4.39,4.39,1.3178,2,1,0,0,0
2,718,72,24536,10,6.19,8.39,1.2913,2,0,1,0,0
1,783,48,35000,0,4.69,4.09,1.3,2,0,0,1,1
2,719,72,37500,0,5.19,7.34,1.1,2,1,0,0,0
3,684,36,25000,0,3.75,5.15,1.11,1,1,0,0,0
1,806,60,14300,5,4.85,4.75,1.1,3,0,1,0,0
2,720,60,5290,0,4.25,5.09,1.17,1,1,0,0,0
